ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs GroundControl (1G)",Robo1,ROBO1,0.4224510599,0.1499476112,1.340202552,0.8240604486,2.268809418
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C3H/HeJ",Adamts15,ADAMTS15,0.4295799372,1,1.346841366,0,0.3468413663
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Cdon,CDON,0.4317194283,0.9973875653,1.34884019,0.001136050559,0.349753899
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C57BL/6J",Bcan,BCAN,0.432626205,1,1.349688242,0,0.3496882424
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs CC_C2,Adamts15,ADAMTS15,0.4370778443,0.6846928055,1.353859328,0.1645042355,0.5168147309
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs VivariumControl (1G) (chow),Bcan,BCAN,0.4382038983,0.9799671089,1.354916456,0.008788500495,0.3621718047
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Bcan,BCAN,0.4404873275,1,1.357062652,0,0.3570626518
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,0.4415555475,1,1.358067839,0,0.3580678388
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs VivariumControl 23d (FrozenCarcass on ISS),Adamts15,ADAMTS15,0.4468362006,0.259716071,1.363047842,0.5855011758,1.39786437
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,0.4478258624,0.4230759416,1.363983188,0.3735816703,0.8603258949
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 25d vs GroundControl 25d, C3H/HeJ",Bcan,BCAN,0.4484141314,1,1.364539475,0,0.3645394752
"OSD-245: RR-6, liver",liver,liver,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Robo1,ROBO1,0.4504439681,0.1869544774,1.3664607,0.7282641294,1.960160062
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C57BL/6J",Robo1,ROBO1,0.4515533414,1,1.367511856,0,0.3675118565
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Spaceflight (EuthanasiaOnISS) (Age 12wk),Bcan,BCAN,0.4520854908,0.913790744,1.368016367,0.03915324532,0.4027359321
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO GroundControl vs Wildtype GroundControl,Fasl,FASLG,0.4564209146,1,1.372133558,0,0.3721335581
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Bcan,BCAN,0.4583502122,,1.373969722,#NUM!,#DIV/0!
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,Spaceflight vs BasalControl,Cdon,CDON,0.4584563205,0.07661475168,1.37407078,1.115687602,4.882490269
"OSD-194: RR-3, retina",eye,retina,Spaceflight vs BasalControl,Robo1,ROBO1,0.4682238375,0.0833104975,1.383405251,1.079300272,4.602124131
"OSD-242: RR-9, liver",liver,liver,VivariumControl_C2 vs GroundControl_C2,Robo1,ROBO1,0.4718532319,0.9998264553,1.386889871,0.00007537606432,0.3869570253
"OSD-101: RR-1, muscle, gastrocnemius",muscle,"muscle, gastrocnemius",Spaceflight vs GroundControl,Bcan,BCAN,0.4725792492,,1.387587981,#NUM!,#DIV/0!
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs GroundControl (1G) (chow+FOS),Robo1,ROBO1,0.4763049491,0.3834966344,1.391176,0.4162384431,1.020024597
"OSD-104: RR-1, muscle, soleus",muscle,"muscle, soleus",Spaceflight vs GroundControl,Robo1,ROBO1,0.4779267004,0.02592392497,1.392740717,1.586299244,15.14973978
"OSD-245: RR-6, liver",liver,liver,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Robo1,ROBO1,0.4785186409,0.2344996032,1.393312279,0.6298578879,1.677240701
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Wildtype Spaceflight,Fasl,FASLG,0.4786413844,1,1.393430826,0,0.3934308258
"OSD-420: RR-9, spleen",spleen,spleen,Spaceflight vs GroundControl,Robo1,ROBO1,0.4789978032,,1.393775116,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,0.4800503248,0.6952652232,1.394792319,0.1578494932,0.5678298096
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Fasl,FASLG,0.4802409235,1,1.394976602,0,0.3949766016
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Robo1,ROBO1,0.4830209205,0.1632462659,1.397667239,0.787156744,2.43599593
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Adamts15,ADAMTS15,0.483174902,0.5330626163,1.397816423,0.2732217735,0.7462846028
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Cdon,CDON,0.4848679672,0.2503276241,1.399457784,0.6014912225,1.595739924
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Bcan,BCAN,0.4893154081,1,1.403778593,0,0.4037785925
"OSD-240: RR-5, skin, dorsal",skin,"skin, dorsal",Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.4893454225,0.172796015,1.403807798,0.7624662775,2.336904573
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs BasalControl_C1,Cdon,CDON,0.4896483492,0.3995475898,1.40410259,0.3984314848,1.011400395
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 29wk),Robo1,ROBO1,0.489716865,0.3223642742,1.404169275,0.4916530945,1.253765714
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs GroundControl (1G),Adamts15,ADAMTS15,0.4906533502,0.840636472,1.405081048,0.07539177156,0.4818742241
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 12wk) VivariumControl,Fasl,FASLG,0.4930657086,0.9999565331,1.407432476,0.0000188778527,0.407450187
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Fasl,FASLG,0.4942271413,0.9990047248,1.408565977,0.0004324577913,0.4089730181
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs Spaceflight (uG),Adamts15,ADAMTS15,0.4955999024,0.7176501436,1.409906902,0.1440872239,0.571179293
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Robo1,ROBO1,0.4961604518,0.3893348545,1.410454818,0.4096767151,1.054246269
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Adamts15,ADAMTS15,0.5011011217,0.4608750886,1.415293358,0.3364167659,0.9010974299
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Fasl,FASLG,0.503247232,0.3817107063,1.417400273,0.4182656587,1.093498993
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C57BL/6J",Fasl,FASLG,0.503313453,1,1.417465334,0,0.4174653344
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs GroundControl (1G) (chow+FOS),Cdon,CDON,0.5040010685,0.4895238169,1.418141086,0.3102261735,0.8541792483
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs VivariumControl_C2,Adamts15,ADAMTS15,0.5055377967,0.8183896288,1.419652465,0.08703988295,0.512778327
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs GroundControl",Cdon,CDON,0.5055522268,0.3869184907,1.419666664,0.412380515,1.08463843
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Bcan,BCAN,0.514532987,0.5905932392,1.428531637,0.2287115289,0.7255952291
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Robo1,ROBO1,0.5166493933,0.2829640879,1.430628803,0.548268679,1.521849669
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,0.5168777874,0.4013752408,1.430855305,0.3964494209,1.073447641
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs BasalControl",Fasl,FASLG,0.5177601581,0.6535835983,1.431730702,0.184698855,0.6605592665
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs CC_C2,Robo1,ROBO1,0.51820869,0.3491346633,1.432175895,0.4570070308,1.237848716
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Wildtype Spaceflight vs Wildtype GroundControl,Fasl,FASLG,0.5185453615,0.9406378196,1.43251015,0.02657756384,0.4598051889
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,0.5196596556,1,1.433617005,0,0.4336170053
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 29wk),Cdon,CDON,0.5199711961,0.2271166504,1.433926619,0.6437510255,1.910589197
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,0.5206109471,1,1.434562623,0,0.4345626226
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,0.5219894831,0.3541125715,1.435934043,0.4508586549,1.231060623
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,0.5220246131,1,1.435969009,0,0.4359690087
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (1G centrifugation) vs GroundControl (1G)",Robo1,ROBO1,0.5241282273,0.24588965,1.438064343,0.6092597512,1.781548524
"OSD-194: RR-3, retina",eye,retina,Spaceflight vs BasalControl,Adamts15,ADAMTS15,0.5255549083,0.1215917887,1.439487148,0.9150957527,3.614447593
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Fasl,FASLG,0.526207634,1,1.44013857,0,0.4401385696
"OSD-162: RR-3, eye",eye,eye,GroundControl vs BasalControl,Adamts15,ADAMTS15,0.5286360766,0.9481369879,1.44256475,0.02312891076,0.4667730044
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs GroundControl (1G) (chow+FOS),Cdon,CDON,0.5297254916,0.4008837192,1.443654478,0.396981581,1.106691185
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Cdon,CDON,0.5314997405,1,1.445430999,0,0.4454309994
"OSD-164: RR-1, spleen",spleen,spleen,Spaceflight vs GroundControl,Robo1,ROBO1,0.5331441135,1,1.44707943,0,0.4470794302
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO GroundControl vs Wildtype GroundControl,Robo1,ROBO1,0.533767232,0.5272536752,1.447704577,0.2779803843,0.8491255697
"OSD-270: RR-3, heart",heart,heart,Spaceflight SpaceRadiation vs GroundControl NonIrradiated,Robo1,ROBO1,0.5359821585,0.8196824757,1.449928902,0.08635434977,0.5489063328
"OSD-513: RR-23, kidney",kidney,kidney,VivariumControl vs GroundControl,Robo1,ROBO1,0.536736515,0.2631062956,1.450687239,0.57986876,1.712947377
"OSD-240: RR-5, skin, dorsal",skin,"skin, dorsal",Spaceflight vs GroundControl,Fasl,FASLG,0.538997055,0.45721583,1.452962084,0.3398787416,0.9906964149
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs BasalControl,Fasl,FASLG,0.5393976149,0.8672554013,1.45336555,0.06185298666,0.5227589813
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Robo1,ROBO1,0.5403579346,0.438347296,1.454333295,0.3581816681,1.036468797
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Cdon,CDON,0.5435554635,0.4552855106,1.457560193,0.3417161709,1.004996166
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Fasl,FASLG,0.5484580106,0.8025828501,1.46252168,0.09551012468,0.5762915064
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Adamts15,ADAMTS15,0.551219971,0.7054901598,1.465324279,0.1515090394,0.65957586
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Adamts15,ADAMTS15,0.5536887659,0.3260939011,1.467833945,0.4866573237,1.43466021
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Robo1,ROBO1,0.5547852528,0.264978545,1.468949962,0.5767892889,1.769765781
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs Spaceflight_C1,Robo1,ROBO1,0.5560334151,0.1703299692,1.470221389,0.7687089321,2.76064976
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Robo1,ROBO1,0.5572815432,0.2982811379,1.471493881,0.5253742087,1.580702972
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Cdon,CDON,0.5579065808,0.6622344015,1.472131534,0.1789882624,0.7129371907
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO Spaceflight vs Wildtype Spaceflight,Adamts15,ADAMTS15,0.5590704474,0.8062640523,1.473319627,0.09352270304,0.5870528713
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Cdon,CDON,0.5600779357,0.1734498519,1.474348861,0.7608260666,2.734789656
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,0.5629685311,0.6541062727,1.477305839,0.1843516861,0.7297068676
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs VivariumControl,Adamts15,ADAMTS15,0.5648708822,0.5064536575,1.479255114,0.2954602881,0.9462960854
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Wildtype Spaceflight,Adamts15,ADAMTS15,0.5707772114,1,1.485323531,0,0.4853235314
"OSD-379: RR-8, liver",liver,liver,VivariumControl 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Fasl,FASLG,0.5722402272,0.5066682671,1.48683054,0.2952762949,0.9608467153
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs GroundControl (1G) (chow+FOS),Adamts15,ADAMTS15,0.5730463688,0.3721922795,1.487661576,0.4292326398,1.310240976
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Adamts15,ADAMTS15,0.5743583971,1,1.489015113,0,0.4890151132
"OSD-420: RR-9, spleen",spleen,spleen,Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.5772303138,,1.49198219,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,0.577720291,0.719795912,1.492488992,0.1427906242,0.6842064313
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Bcan,BCAN,0.5859060149,0.7882729509,1.500981312,0.1033233758,0.6355429443
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Fasl,FASLG,0.5869370847,0.5972595963,1.502054422,0.2238368636,0.8405966596
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Adamts15,ADAMTS15,0.5880397014,0.3186185108,1.503202844,0.4967289966,1.579327086
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Robo1,ROBO1,0.5901670131,0.08891403053,1.505421012,1.051029702,5.684378594
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs BasalControl,Fasl,FASLG,0.5917775837,0.5361466499,1.507102546,0.2707164033,0.9458280601
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Robo1,ROBO1,0.5996233213,0.2605898184,1.515320874,0.5840425568,1.9775173
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,0.6073291509,0.05304580478,1.523436272,1.275348957,9.867628067
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Bcan,BCAN,0.6094127659,0.8309492599,1.525638087,0.08042549467,0.6325754324
"OSD-270: RR-3, heart",heart,heart,Spaceflight SpaceRadiation vs GroundControl NonIrradiated,Adamts15,ADAMTS15,0.6095843472,0.808040249,1.525819544,0.09256700621,0.6507343472
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C57BL/6J",Adamts15,ADAMTS15,0.6097508355,1,1.525995635,0,0.5259956351
"OSD-242: RR-9, liver",liver,liver,VivariumControl_C2 vs BasalControl_C1,Adamts15,ADAMTS15,0.6113269681,0.7187637987,1.527663684,0.1434138047,0.7341266836
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 29wk),Cdon,CDON,0.6125014575,0.06859901792,1.528907852,1.163682102,7.710137377
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Bcan,BCAN,0.6139470739,0.9992825595,1.530440624,0.0003116922669,0.5308214565
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,0.6158081267,0.3175887911,1.532416141,0.4981348339,1.676432405
"OSD-242: RR-9, liver",liver,liver,VivariumControl_C2 vs GroundControl_C2,Adamts15,ADAMTS15,0.6186884161,0.9998264553,1.535478611,0.00007537606432,0.5355715568
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO GroundControl vs Wildtype GroundControl,Fasl,FASLG,0.6193805105,0.8768056183,1.536215393,0.05709667602,0.6115556077
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs Spaceflight 25d, C3H/HeJ",Bcan,BCAN,0.6197814097,,1.536642339,#NUM!,#DIV/0!
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C57BL/6J",Cdon,CDON,0.6252169082,0.1439545353,1.542442713,0.841774648,3.768152993
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs VivariumControl_C2,Fasl,FASLG,0.6263411252,0.9384451335,1.543645127,0.02759111346,0.5793041142
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Adamts15,ADAMTS15,0.6275428434,0.1140784698,1.544931469,0.9427963131,4.776812574
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FrozenCarcass) vs GroundControl (FrozenCarcass),Robo1,ROBO1,0.6277870182,0.4779541038,1.545192969,0.3206138051,1.14068059
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Bcan,BCAN,0.6279481416,0.8114839962,1.545365549,0.09072004073,0.6720595254
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C57BL/6J",Fasl,FASLG,0.6293891929,0.8103383863,1.546909925,0.09133358775,0.6749154854
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Bcan,BCAN,0.6303574775,,1.547948504,#NUM!,#DIV/0!
"OSD-245: RR-6, liver",liver,liver,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Cdon,CDON,0.6311945998,0.1126055153,1.54884696,0.9484403376,4.874068186
"OSD-248: RR-6, lung",lung,lung,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Bcan,BCAN,0.634211661,0.769941614,1.552089402,0.1135422069,0.7170535951
"OSD-419: RR-1, muscle, gastrocnemius",muscle,"muscle, gastrocnemius",Spaceflight vs GroundControl,Cdon,CDON,0.6361504103,0.9999557819,1.554176562,0.00001920408011,0.5542010678
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO GroundControl vs Wildtype GroundControl,Fasl,FASLG,0.6368562748,1,1.554937157,0,0.554937157
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C57BL/6J",Robo1,ROBO1,0.6457656185,0.682468099,1.564569362,0.1659176443,0.8272465224
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C57BL/6J",Cdon,CDON,0.6484804516,0.1423562983,1.567516307,0.8466233135,3.986590785
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Wildtype Spaceflight vs Wildtype GroundControl,Robo1,ROBO1,0.6575692551,0.3797198342,1.577422641,0.4205367175,1.520654411
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs Spaceflight 25d, C3H/HeJ",Fasl,FASLG,0.6622341603,0.5279142233,1.582531438,0.2774366369,1.103458503
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs GroundControl (1G) (chow+FOS),Fasl,FASLG,0.6628217407,,1.583176102,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Fasl,FASLG,0.6638326012,,1.584285783,#NUM!,#DIV/0!
"OSD-457: JAXA, spleen",spleen,spleen,Wildtype Spaceflight vs Wildtype GroundControl,Adamts15,ADAMTS15,0.665621797,1,1.586251795,0,0.5862517955
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C57BL/6J",Cdon,CDON,0.6732766502,1,1.594690721,0,0.5946907205
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs VivariumControl 23d (FrozenCarcass on ISS),Cdon,CDON,0.6760288942,0.1427830896,1.597735832,0.8453232248,4.186320898
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Cdon,CDON,0.6785279667,0.1574593506,1.600505868,0.8028315441,3.813719962
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs BasalControl_C1,Adamts15,ADAMTS15,0.6797869205,0.3604454195,1.601903144,0.443160489,1.669887065
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Cdon,CDON,0.6834092449,0.1329079326,1.605930262,0.8764490975,4.559022554
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,0.6850825351,0.06852032773,1.607793959,1.164180568,8.870272214
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs GroundControl_C2,Adamts15,ADAMTS15,0.6871483685,0.4374551389,1.610097851,0.3590664774,1.394652381
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,0.6908266993,0.2170012205,1.614208234,0.6635378234,2.830436771
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs VivariumControl 23d (FrozenCarcass on ISS),Robo1,ROBO1,0.6970353661,0.0728479847,1.62116998,1.137582458,8.526934315
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Cdon,CDON,0.698150504,0.763864247,1.622423556,0.1169838169,0.814835304
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Bcan,BCAN,0.7022636912,0.7138936656,1.627055757,0.1463664715,0.8783601639
"OSD-457: JAXA, spleen",spleen,spleen,Wildtype Spaceflight vs Wildtype GroundControl,Bcan,BCAN,0.7034812346,1,1.628429469,0,0.6284294689
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnISS) (Age 12wk),Bcan,BCAN,0.7057748537,0.7236204922,1.631020431,0.1404891429,0.872032284
