ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 29wk),Fasl,FASLG,0.7071726341,,1.632601439,#NUM!,#DIV/0!
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Adamts15,ADAMTS15,0.7090948265,0.2157443723,1.634778105,0.666060524,2.942269587
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Bcan,BCAN,0.7104059977,1,1.636264524,0,0.6362645236
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FreshDissection) vs GroundControl (FreshDissection),Adamts15,ADAMTS15,0.717255955,1,1.644052027,0,0.6440520273
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Bcan,BCAN,0.7180892392,0.7286567139,1.645001887,0.1374770291,0.8851930889
"OSD-194: RR-3, retina",eye,retina,GroundControl vs BasalControl,Adamts15,ADAMTS15,0.7184756784,0.03172196283,1.645442575,1.498639948,20.34686753
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Cdon,CDON,0.7203865393,0.006205393072,1.647623421,2.207230704,104.3646089
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Fasl,FASLG,0.7217883986,1,1.649225186,0,0.6492251861
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs VivariumControl (1G) (chow),Cdon,CDON,0.7230466967,0.1986714464,1.650664244,0.7018645465,3.275076798
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Fasl,FASLG,0.725219821,0.4626733193,1.653152505,0.334725544,1.411692609
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Adamts15,ADAMTS15,0.7259055729,0.18418798,1.65393848,0.7347387149,3.550386294
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs BasalControl_C1,Adamts15,ADAMTS15,0.7348100433,0.2384127207,1.664178336,0.6226705761,2.785834304
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs GroundControl_C2,Adamts15,ADAMTS15,0.7421714913,0.4626282305,1.672691619,0.3347678692,1.454065218
"OSD-247: RR-6, colon",colon,colon,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Adamts15,ADAMTS15,0.7423423287,0.02738184722,1.672889703,1.562537257,24.57429908
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Robo1,ROBO1,0.7453283123,0.1170259005,1.676355712,0.9317180085,5.779538627
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Fasl,FASLG,0.7467641179,1,1.678024893,0,0.6780248931
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Robo1,ROBO1,0.7478522873,0.132047644,1.67929104,0.8792693431,5.144287467
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Bcan,BCAN,0.7513505985,0.5912378578,1.683368001,0.2282377652,1.155825852
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs VivariumControl 75d, C3H/HeJ",Bcan,BCAN,0.7519753803,,1.684097168,#NUM!,#DIV/0!
"OSD-47: RR-1, liver",liver,liver,Spaceflight vs GroundControl,Fasl,FASLG,0.7532744118,1,1.685614245,0,0.6856142455
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs GroundControl",Fasl,FASLG,0.7554067289,0.4748086379,1.688107441,0.3234813888,1.449231093
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Cdon,CDON,0.7559054642,0.001048355457,1.688691116,2.97949144,656.9251981
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Adamts15,ADAMTS15,0.7577499039,0.7253764086,1.690851434,0.1394365731,0.9524040571
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Cdon,CDON,0.7612137289,0.01145579331,1.694915946,1.940974831,60.66065674
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Robo1,ROBO1,0.7625042164,1,1.696432722,0,0.6964327225
"OSD-245: RR-6, liver",liver,liver,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Robo1,ROBO1,0.7641280226,0.06054094808,1.698343195,1.217950782,11.53505547
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Adamts15,ADAMTS15,0.7652478882,1,1.699662014,0,0.6996620143
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Robo1,ROBO1,0.7657313632,0.1417715219,1.700231699,0.8484109986,4.939156257
"OSD-245: RR-6, liver",liver,liver,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Cdon,CDON,0.7675902715,0.06430707367,1.702423855,1.191741253,10.92296406
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Bcan,BCAN,0.7691740005,0.9053573655,1.704293729,0.04317996089,0.7779179316
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Fasl,FASLG,0.77033483,1,1.7056656,0,0.7056655995
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs VivariumControl_C2,Cdon,CDON,0.7730791191,0.6237484178,1.708913198,0.204990543,1.136537068
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Adamts15,ADAMTS15,0.7733482915,0.5342362926,1.70923207,0.2722666121,1.327562504
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Cdon,CDON,0.7799256818,0.9867919928,1.71704242,0.005774383199,0.7266398846
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs VivariumControl (1G) (chow),Bcan,BCAN,0.7823827913,0.867528161,1.719969273,0.06171641859,0.8299088202
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Wildtype Spaceflight,Fasl,FASLG,0.7849343629,1,1.723013927,0,0.7230139272
"OSD-101: RR-1, muscle, gastrocnemius",muscle,"muscle, gastrocnemius",Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.7882914072,0.002690696499,1.727027921,2.570135286,270.2006418
"OSD-104: RR-1, muscle, soleus",muscle,"muscle, soleus",Spaceflight vs GroundControl,Bcan,BCAN,0.7896550689,0.4520291636,1.728661111,0.3448335449,1.611978097
"OSD-248: RR-6, lung",lung,lung,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Bcan,BCAN,0.7923407129,0.5245774932,1.731882091,0.2801903466,1.395183935
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs GroundControl,Robo1,ROBO1,0.7957526897,0.0626538995,1.735982843,1.203051894,11.74680027
"OSD-240: RR-5, skin, dorsal",skin,"skin, dorsal",Spaceflight vs GroundControl,Bcan,BCAN,0.7968301575,0.3559035053,1.737279835,0.4486677346,2.071572279
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Fasl,FASLG,0.8011103003,1,1.742441596,0,0.7424415965
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Bcan,BCAN,0.8055640172,1,1.747828967,0,0.7478289666
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C57BL/6J",Fasl,FASLG,0.8065344489,1,1.749005043,0,0.7490050428
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Bcan,BCAN,0.811824191,1,1.755429663,0,0.7554296629
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Fasl,FASLG,0.8196130538,0.5915724446,1.764932555,0.2279920636,1.293049672
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Robo1,ROBO1,0.8280795545,0.1072192936,1.775320568,0.9697270583,7.231166539
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs BasalControl,Fasl,FASLG,0.8285320494,,1.775877477,#NUM!,#DIV/0!
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO Spaceflight vs Wildtype Spaceflight,Adamts15,ADAMTS15,0.8361643597,0.1349480639,1.785297322,0.8698333418,5.819255936
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs Spaceflight 25d, C57BL/6J",Bcan,BCAN,0.8369424218,,1.786260413,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Bcan,BCAN,0.8377728088,0.5479376722,1.787288846,0.2612688396,1.436821897
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs GroundControl 75d, C57BL/6J",Fasl,FASLG,0.8387946157,0.4422679641,1.788555164,0.3543145179,1.782980519
"OSD-248: RR-6, lung",lung,lung,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Adamts15,ADAMTS15,0.8429162452,0.1047054776,1.793672186,0.9800305978,7.580044557
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Cdon,CDON,0.8453347905,0.4285956469,1.796681634,0.3679522443,1.858818771
"OSD-242: RR-9, liver",liver,liver,GroundControl_C2 vs BasalControl_C1,Cdon,CDON,0.8516951315,0.1589742439,1.804620065,0.7986732319,5.061323424
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs Spaceflight 25d, C57BL/6J",Adamts15,ADAMTS15,0.8519204351,0.9902108259,1.804901912,0.004272329874,0.8128591311
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Adamts15,ADAMTS15,0.8523228603,0.02742426086,1.805405441,1.561865069,29.36835545
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (1G centrifugation) vs GroundControl (1G)",Fasl,FASLG,0.8563290049,0.5253703801,1.810425744,0.279534416,1.542579816
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,0.8567739993,1,1.81098425,0,0.81098425
"OSD-421: RR-9, thymus",thymus,thymus,Spaceflight vs GroundControl,Robo1,ROBO1,0.8619154718,0.3466880353,1.817449744,0.4600611462,2.357882768
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Fasl,FASLG,0.8656986881,0.9867919928,1.822221944,0.005774383199,0.8332272152
"OSD-164: RR-1, spleen",spleen,spleen,Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.8663563036,1,1.823052747,0,0.8230527465
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdon,CDON,0.8702901809,0.0130061647,1.82803055,1.885850751,63.66446749
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO GroundControl vs Wildtype GroundControl,Adamts15,ADAMTS15,0.8724530434,0.934095886,1.830773156,0.02960854068,0.8893874476
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs VivariumControl_C2,Cdon,CDON,0.8767760283,0.6358129846,1.836267231,0.1966706072,1.315272338
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs GroundControl 23d (FrozenCarcass on ISS),Cdon,CDON,0.8774927718,0.05338318354,1.837179731,1.27259553,15.68246169
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Bcan,BCAN,0.8777922497,1,1.837561136,0,0.8375611363
"OSD-103: RR-1, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.8917995038,0.0298395278,1.855489072,1.525208054,28.66965849
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Cdon,CDON,0.8937201252,0.07123856142,1.85796088,1.147284859,12.04348968
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Cdon,CDON,0.9015275914,0.06466779098,1.868042905,1.189311974,13.42311052
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs VivariumControl (1G) (chow),Bcan,BCAN,0.9068827741,1,1.874989835,0,0.8749898348
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Cdon,CDON,0.9085245631,0.009045491854,1.87712479,2.043567813,96.96816984
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs GroundControl",Robo1,ROBO1,0.9091511686,0.004002188422,1.877940259,2.397702469,219.3650489
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Robo1,ROBO1,0.9115230732,0.7638203089,1.88103028,0.1170087985,1.153452285
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Bcan,BCAN,0.9142984032,1,1.884652324,0,0.884652324
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Fasl,FASLG,0.9207462611,0.7768855582,1.893094279,0.1096429517,1.149582804
"OSD-242: RR-9, liver",liver,liver,GroundControl_C2 vs BasalControl_C1,Fasl,FASLG,0.9209235947,,1.893326989,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Fasl,FASLG,0.9248656853,0.9979270152,1.898507483,0.0009012202795,0.9003739444
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 29wk),Adamts15,ADAMTS15,0.9250435138,0.004225189591,1.89874151,2.374153799,212.7103389
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Fasl,FASLG,0.9276681849,0.5603580691,1.902199003,0.2515343698,1.610040173
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Fasl,FASLG,0.9292903342,0.3837194218,1.904339016,0.4159862186,2.356771548
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Cdon,CDON,0.9297086807,0.349590345,1.904891308,0.4564405702,2.58843335
"OSD-104: RR-1, muscle, soleus",muscle,"muscle, soleus",Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.933596073,2.83E-11,1.910031026,10.54814469,3.22E+10
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Bcan,BCAN,0.9356268568,1,1.91272154,0,0.9127215398
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO GroundControl vs Wildtype GroundControl,Bcan,BCAN,0.9437572671,1,1.923531249,0,0.9235312486
"OSD-168: RR-1/3, liver",liver,liver,"RR3, GroundControl vs BasalControl",Fasl,FASLG,0.945987022,0.2033586758,1.926506458,0.6917372947,4.556021296
"OSD-240: RR-5, skin, dorsal",skin,"skin, dorsal",Spaceflight vs GroundControl,Robo1,ROBO1,0.946176153,0.001539102131,1.926759031,2.81273256,602.1426468
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Adamts15,ADAMTS15,0.9508872888,0.349590345,1.933061167,0.4564405702,2.669012976
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C57BL/6J",Adamts15,ADAMTS15,0.9529376735,0.3679706613,1.935810422,0.4341868068,2.543165857
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Bcan,BCAN,0.954774966,0.9976055134,1.938277275,0.001041159346,0.9405293596
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs GroundControl",Adamts15,ADAMTS15,0.9628546396,0.1580642416,1.949162862,0.801166368,6.004918329
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs VivariumControl_C2,Cdon,CDON,0.9634612902,0.6669089353,1.949982653,0.1759334638,1.424456328
"OSD-457: JAXA, thymus",thymus,thymus,Wildtype Spaceflight vs Wildtype GroundControl,Bcan,BCAN,0.9700797578,0.7966570033,1.958948891,0.09872862171,1.203716137
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C57BL/6J",Robo1,ROBO1,0.9718221852,0.09532840776,1.961316257,1.020777661,10.08425799
"OSD-420: RR-9, spleen",spleen,spleen,Spaceflight vs GroundControl,Cdon,CDON,0.9761469796,0.5011663884,1.967204554,0.3000180634,1.929907065
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs GroundControl 75d, C3H/HeJ",Bcan,BCAN,0.9764608759,,1.967632617,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Bcan,BCAN,0.981484429,1,1.974495978,0,0.974495978
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C57BL/6J",Adamts15,ADAMTS15,0.9846342348,0.682468099,1.978811563,0.1659176443,1.434223174
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs GroundControl (1G)",Bcan,BCAN,0.9964974772,,1.995150362,#NUM!,#DIV/0!
"OSD-240: RR-5, skin, dorsal",skin,"skin, dorsal",Spaceflight vs GroundControl,Cdon,CDON,1.00837223,0.005906237604,2.011640117,2.228689086,171.2833423
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Bcan,BCAN,1.011047679,0.8782925691,2.015374124,0.05636079164,1.156077326
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs GroundControl (1G)",Fasl,FASLG,1.016691653,0.2343127989,2.023273922,0.6302039882,4.367127731
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FreshDissection) vs GroundControl (FreshDissection),Robo1,ROBO1,1.020205914,1,2.028208423,0,1.028208423
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs Spaceflight_C1,Fasl,FASLG,1.028036199,0.4507433261,2.039246532,0.3460706949,2.305628219
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs VivariumControl (1G) (chow),Robo1,ROBO1,1.031212313,0.120129251,2.043740909,0.9203512308,8.688482619
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs GroundControl 75d, C57BL/6J",Cdon,CDON,1.032010673,0.2054110155,2.04487219,0.6873762704,5.086738834
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 29wk),Adamts15,ADAMTS15,1.03413817,0.001440173486,2.047889923,2.841585189,727.613675
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C57BL/6J",Adamts15,ADAMTS15,1.034782458,1,2.048804686,0,1.048804686
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Bcan,BCAN,1.035151703,,2.049329126,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Cdon,CDON,1.040606916,0.06566424153,2.057092853,1.182671068,16.09845524
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 29wk),Bcan,BCAN,1.040656378,0.4341427186,2.057163382,0.3623674785,2.435059569
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Bcan,BCAN,1.047274059,1,2.066621321,0,1.066621321
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Bcan,BCAN,1.049031582,0.4769243315,2.069140458,0.3215505203,2.241740224
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Wildtype Spaceflight vs Wildtype GroundControl,Bcan,BCAN,1.04995153,0.4816127759,2.070460286,0.3173020009,2.222657577
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C57BL/6J",Bcan,BCAN,1.051869347,1,2.073214439,0,1.073214439
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,1.057770616,0.5032822336,2.081712183,0.2981884004,2.149315257
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 25d vs GroundControl 25d, C57BL/6J",Robo1,ROBO1,1.06126483,0.2779910715,2.086760211,0.5559691525,3.909334947
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Bcan,BCAN,1.061498257,1,2.087097874,0,1.087097874
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Cdon,CDON,1.066331339,0.05129803004,2.094101454,1.289899312,21.32833275
"OSD-457: JAXA, thymus",thymus,thymus,Wildtype Spaceflight vs Wildtype GroundControl,Fasl,FASLG,1.075611504,0.02232196049,2.107615221,1.651267665,49.61997949
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs Spaceflight_C1,Fasl,FASLG,1.076063371,0.4469332346,2.108275452,0.3497573494,2.479733808
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs BasalControl",Robo1,ROBO1,1.078644099,0.0003895604812,2.112050162,3.409425106,2854.627755
"OSD-47: RR-1, liver",liver,liver,Spaceflight vs BasalControl,Robo1,ROBO1,1.081119971,0.00004385412094,2.115677855,4.35798959,25440.6617
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Fasl,FASLG,1.093288124,1,2.133597625,0,1.133597625
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Bcan,BCAN,1.095301942,0.4682402335,2.136577935,0.3295312723,2.42733933
